%time,field.O_x,field.O_y,field.O_t,field.I_t,field.G_x,field.G_y
864,7.35935,1.34555,0.539889,0.434754,7.21671,0.983162
865,7.37437,1.35436,0.539889,0.434907,7.21671,0.983162
866,7.38686,1.36172,0.539889,0.434969,7.21671,0.983162
867,7.39593,1.36711,0.539889,0.434924,7.21671,0.983162
868,7.41657,1.37935,0.539889,0.434738,7.32708,1.04075
869,7.42267,1.38297,0.539889,0.434519,7.32972,1.04213
870,7.43839,1.39229,0.539889,0.434804,7.32972,1.04213
871,7.44347,1.39531,0.539889,0.434881,7.32972,1.04213
872,7.47549,1.41544,0.540745,0.43505,7.32972,1.04213
873,7.48027,1.41828,0.541098,0.434979,7.32972,1.04213
874,7.49473,1.42677,0.541423,0.435012,7.32972,1.04213
875,7.4966,1.42786,0.541423,0.434926,7.32972,1.04213
876,7.51605,1.43937,0.541423,0.435168,7.4187,1.09631
877,7.52027,1.44187,0.541423,0.435144,7.42087,1.09764
878,7.55227,1.46085,0.541423,0.435699,7.42087,1.09764
879,7.5592,1.46496,0.541423,0.43574,7.42087,1.09764
880,7.576,1.47559,0.54244,0.436308,7.42087,1.09764
881,7.58088,1.47872,0.542791,0.436328,7.42087,1.09764
882,7.59997,1.49005,0.541772,0.436544,7.42087,1.09764
883,7.60267,1.49163,0.541581,0.436544,7.42087,1.09764
884,7.6244,1.50437,0.5428,0.437273,7.52309,1.1497
885,7.6384,1.51303,0.542957,0.437381,7.52561,1.15098
886,7.64843,1.51929,0.542957,0.437524,7.52561,1.15098
887,7.66437,1.52925,0.542957,0.437256,7.52561,1.15098
888,7.67205,1.53404,0.542957,0.437075,7.52561,1.15098
889,7.68999,1.54449,0.542957,0.436893,7.52561,1.15098
890,7.6952,1.54751,0.542957,0.436761,7.52561,1.15098
891,7.71561,1.56024,0.542957,0.436913,7.63021,1.20806
892,7.71852,1.56206,0.542957,0.436892,7.64511,1.21619
893,7.74044,1.57492,0.542957,0.437145,7.64511,1.21619
894,7.75348,1.58256,0.543878,0.437172,7.64511,1.21619
895,7.76216,1.58766,0.544491,0.437368,7.64511,1.21619
896,7.7762,1.59693,0.544491,0.43722,7.64511,1.21619
897,7.78165,1.60052,0.544491,0.437126,7.64511,1.21619
898,7.79844,1.6106,0.544491,0.437142,7.64511,1.21619
899,7.80153,1.61246,0.544491,0.437123,7.64511,1.21619
900,7.8199,1.62343,0.544491,0.437758,7.76877,1.28082
901,7.83529,1.63263,0.544491,0.437839,7.76877,1.28082
902,7.84891,1.6408,0.545542,0.43773,7.76877,1.28082
903,7.85517,1.64457,0.546025,0.438001,7.76877,1.28082
904,7.87119,1.65419,0.546025,0.43823,7.76877,1.28082
905,7.87506,1.65651,0.546025,0.438299,7.76877,1.28082
906,7.89443,1.66799,0.546025,0.438254,7.76877,1.28082
907,7.89929,1.67104,0.546025,0.438164,7.76877,1.28082
908,7.91718,1.6825,0.546025,0.438854,7.84226,1.32662
909,7.92109,1.68479,0.546302,0.438823,7.85819,1.33654
910,7.9389,1.69524,0.547559,0.438494,7.85819,1.33654
911,7.95486,1.70561,0.547559,0.438342,7.85819,1.33654
912,7.9593,1.7085,0.547559,0.438354,7.85819,1.33654
913,7.97882,1.71995,0.547559,0.438738,7.85819,1.33654
914,7.98102,1.72124,0.547559,0.438792,7.85819,1.33654
915,8.00234,1.73489,0.547559,0.4387,7.85819,1.33654
916,8.00726,1.73778,0.547559,0.438657,7.85819,1.33654
917,8.02406,1.74763,0.547559,0.438857,7.88994,1.35409
918,8.02977,1.75101,0.54798,0.438838,7.90173,1.3606
919,8.04486,1.75997,0.549093,0.439154,7.90173,1.3606
920,8.06264,1.77152,0.549093,0.439426,7.90173,1.3606
921,8.06526,1.77323,0.549093,0.439477,7.90173,1.3606
922,8.09233,1.78936,0.550113,0.441058,7.90173,1.3606
923,8.10595,1.79751,0.550627,0.441972,7.90173,1.3606
924,8.11163,1.80112,0.550627,0.441949,7.90173,1.3606
925,8.12217,1.80785,0.550627,0.442308,8.01305,1.41431
926,8.13007,1.81247,0.551185,0.442514,8.07484,1.44413
927,8.14389,1.82059,0.552161,0.443022,8.07484,1.44413
928,8.16632,1.83459,0.552161,0.444854,8.07484,1.44413
929,8.17676,1.84103,0.552781,0.446474,8.07484,1.44413
930,8.19111,1.8499,0.553695,0.449545,8.07484,1.44413
931,8.20083,1.85594,0.554982,0.451993,8.07484,1.44413
932,8.21427,1.86435,0.556763,0.454875,8.07484,1.44413
933,8.22437,1.87062,0.559445,0.456766,8.07484,1.44413
934,8.23742,1.8788,0.562899,0.459188,8.10863,1.4614
935,8.25874,1.89246,0.567501,0.463368,8.13657,1.47567
936,8.28006,1.90612,0.572103,0.464242,8.13657,1.47567
937,8.28966,1.91244,0.572859,0.464262,8.13657,1.47567
938,8.29954,1.91897,0.573637,0.464397,8.13657,1.47567
939,8.30912,1.92539,0.574428,0.465143,8.13657,1.47567
940,8.31811,1.93143,0.575171,0.46552,8.13657,1.47567
941,8.32853,1.9383,0.575171,0.465504,8.13657,1.47567
942,8.3376,1.94429,0.575171,0.465308,8.21639,1.52033
943,8.36833,1.96439,0.576353,0.465747,8.3117,1.57365
944,8.37749,1.9704,0.576705,0.465691,8.3117,1.57365
945,8.3894,1.97814,0.576705,0.465603,8.3117,1.57365
946,8.39789,1.98366,0.576705,0.465567,8.3117,1.57365
947,8.41136,1.99217,0.576705,0.465925,8.3117,1.57365
948,8.42013,1.99771,0.576705,0.466199,8.3117,1.57365
949,8.43121,2.00528,0.576705,0.466234,8.3117,1.57365
950,8.45025,2.01747,0.576705,0.465874,8.35664,1.60104
951,8.45336,2.01938,0.576705,0.465794,8.36315,1.60501
952,8.47741,2.03486,0.576705,0.465322,8.36315,1.60501
953,8.48644,2.04079,0.576705,0.465519,8.36315,1.60501
954,8.50183,2.05119,0.577743,0.465484,8.36315,1.60501
955,8.50919,2.05617,0.578239,0.465579,8.36315,1.60501
956,8.52467,2.06595,0.578239,0.465313,8.36315,1.60501
957,8.5418,2.07686,0.578239,0.465456,8.36315,1.60501
958,8.54676,2.08004,0.578239,0.465406,8.36315,1.60501
959,8.56406,2.09146,0.579174,0.465681,8.44945,1.66113
960,8.56646,2.09307,0.579372,0.465637,8.46198,1.66928
961,8.5841,2.10507,0.579773,0.465916,8.46198,1.66928
962,8.58897,2.10839,0.579773,0.466002,8.46198,1.66928
963,8.60217,2.11667,0.579773,0.466521,8.46198,1.66928
964,8.6061,2.11913,0.579773,0.466892,8.46198,1.66928
965,8.6336,2.13714,0.580986,0.469203,8.46198,1.66928
966,8.63765,2.1398,0.581164,0.469479,8.46198,1.66928
967,8.65457,2.15096,0.581307,0.470129,8.54133,1.71929
968,8.65711,2.15263,0.581307,0.470402,8.55297,1.72663
969,8.67757,2.16676,0.582568,0.47254,8.55297,1.72663
970,8.6813,2.16936,0.582841,0.472851,8.55297,1.72663
971,8.70119,2.18177,0.584159,0.475107,8.55297,1.72663
972,8.71783,2.19259,0.586044,0.478593,8.55297,1.72663
973,8.72607,2.19802,0.587073,0.481142,8.55297,1.72663
974,8.74088,2.20806,0.589501,0.490177,8.62223,1.76124
975,8.74497,2.21086,0.590213,0.493348,8.64251,1.77137
976,8.76534,2.22444,0.598997,0.508465,8.64251,1.77137
977,8.76843,2.22652,0.600386,0.511065,8.64251,1.77137
978,8.79063,2.24258,0.615203,0.532051,8.64251,1.77137
979,8.80352,2.25216,0.626975,0.545417,8.64251,1.77137
980,8.81317,2.25927,0.635677,0.555062,8.64251,1.77137
981,8.82737,2.26987,0.651205,0.569882,8.64251,1.77137
982,8.83488,2.27537,0.658845,0.576838,8.64251,1.77137
983,8.85119,2.28843,0.676998,0.593476,8.73972,1.82846
984,8.85642,2.29252,0.682342,0.598381,8.76832,1.84526
985,8.85662,2.29269,0.682551,0.59858,8.76832,1.84526
986,8.89483,2.32454,0.726843,0.640071,8.76832,1.84526
987,8.90485,2.33419,0.739974,0.652333,8.76832,1.84526
988,8.912,2.34082,0.748513,0.660465,8.76832,1.84526
989,8.92365,2.35143,0.764159,0.675161,8.76832,1.84526
990,8.92846,2.35563,0.769989,0.680528,8.76832,1.84526
991,8.94191,2.36891,0.788276,0.698207,8.86947,1.92116
992,8.94451,2.37135,0.791465,0.701469,8.88859,1.93551
993,8.95974,2.38756,0.81241,0.722961,8.89936,1.94359
994,8.96174,2.38972,0.815395,0.725695,8.89936,1.94359
995,8.97674,2.40504,0.835951,0.744226,8.89936,1.94359
996,8.9872,2.41729,0.851166,0.759066,8.89936,1.94359
997,8.99199,2.42259,0.857427,0.76506,8.89936,1.94359
998,9.00428,2.43688,0.875068,0.781998,8.89936,1.94359
999,9.00725,2.44015,0.878903,0.785554,8.89936,1.94359
1000,9.01765,2.45395,0.894842,0.803322,8.94415,1.98274
1001,9.02074,2.45795,0.899306,0.807467,8.95739,1.99431
1002,9.03318,2.47327,0.915719,0.820121,8.95739,1.99431
1003,9.03573,2.47672,0.919337,0.822673,8.95739,1.99431
1004,9.04711,2.49134,0.934127,0.83136,8.95739,1.99431
1005,9.05784,2.50645,0.945159,0.836932,8.95739,1.99431
1006,9.06065,2.51034,0.947933,0.838027,8.95739,1.99431
1007,9.07782,2.53477,0.957536,0.842045,8.95739,1.99431
1008,9.08825,2.54964,0.963273,0.843327,9.02238,2.05896
1009,9.09203,2.55507,0.964097,0.843425,9.04567,2.08213
1010,9.10231,2.56994,0.966341,0.843459,9.04567,2.08213
1011,9.10661,2.5759,0.966341,0.84346,9.04567,2.08213
1012,9.11728,2.59065,0.966341,0.843941,9.04567,2.08213
1013,9.12945,2.60956,0.967708,0.84385,9.04567,2.08213
1014,9.13094,2.61188,0.967875,0.84389,9.04567,2.08213
1015,9.14591,2.63258,0.967875,0.843976,9.04567,2.08213
1016,9.15088,2.63995,0.967875,0.844022,9.04567,2.08213
1017,9.16048,2.65421,0.967875,0.844447,9.09636,2.14595
1018,9.16573,2.66199,0.967875,0.844582,9.1242,2.18099
1019,9.17506,2.67583,0.967875,0.844785,9.1242,2.18099
1020,9.18077,2.68373,0.967875,0.844706,9.1242,2.18099
1021,9.19003,2.69654,0.967875,0.844455,9.1242,2.18099
1022,9.20436,2.7178,0.967875,0.844415,9.1242,2.18099
1023,9.21075,2.72727,0.967875,0.844573,9.1242,2.18099
1024,9.21918,2.73979,0.967875,0.844731,9.1242,2.18099
1025,9.22425,2.74676,0.968546,0.844701,9.1242,2.18099
1026,9.23077,2.75575,0.969409,0.844517,9.16746,2.23342
1027,9.23737,2.76554,0.969409,0.844619,9.20197,2.27526
1028,9.24534,2.77737,0.969409,0.844846,9.20197,2.27526
1029,9.26554,2.80613,0.969409,0.846708,9.20197,2.27526
1030,9.27294,2.81667,0.969409,0.847265,9.20197,2.27526
1031,9.2797,2.8269,0.970198,0.847424,9.20197,2.27526
1032,9.28608,2.83658,0.970943,0.847389,9.20197,2.27526
1033,9.29302,2.84709,0.970943,0.847876,9.20197,2.27526
1034,9.29922,2.85649,0.970943,0.848335,9.24384,2.32288
1035,9.30687,2.86753,0.971778,0.849305,9.29181,2.37745
1036,9.31327,2.87679,0.972477,0.850528,9.29181,2.37745
1037,9.32099,2.88877,0.973343,0.852931,9.29181,2.37745
1038,9.33525,2.9095,0.975715,0.859597,9.29181,2.37745
1039,9.3419,2.91873,0.977079,0.863811,9.29181,2.37745
1040,9.3502,2.93161,0.981753,0.869935,9.29181,2.37745
1041,9.35556,2.93995,0.984749,0.873976,9.29181,2.37745
1042,9.36423,2.95251,0.991427,0.880353,9.29181,2.37745
1043,9.36962,2.96026,0.995487,0.884465,9.30316,2.39606
1044,9.37728,2.97257,1.00329,0.891254,9.32197,2.42691
1045,9.38816,2.98991,1.01338,0.900031,9.32197,2.42691
1046,9.3898,2.99252,1.01482,0.901385,9.32197,2.42691
1047,9.40187,3.01178,1.02542,0.910209,9.32197,2.42691
1048,9.40629,3.01879,1.02924,0.912315,9.32197,2.42691
1049,9.41413,3.03207,1.03566,0.914987,9.32197,2.42691
1050,9.41759,3.03789,1.03844,0.915774,9.32197,2.42691
1051,9.4324,3.06394,1.04304,0.91783,9.40456,2.53513
1052,9.43472,3.06804,1.04376,0.917939,9.42934,2.56759
1053,9.44529,3.08693,1.04458,0.918052,9.42934,2.56759
1054,9.44698,3.08998,1.04458,0.918036,9.42934,2.56759
1055,9.46036,3.11303,1.04571,0.918123,9.42934,2.56759
1056,9.46397,3.1192,1.04611,0.918118,9.42934,2.56759
1057,9.47603,3.13916,1.04611,0.918926,9.42934,2.56759
1058,9.47918,3.14437,1.04611,0.919381,9.42934,2.56759
1059,9.49118,3.1655,1.04611,0.919889,9.42934,2.56759
1060,9.50245,3.1851,1.04702,0.918965,9.45803,2.60224
1061,9.50579,3.1909,1.04738,0.918826,9.46662,2.61261
1062,9.51774,3.21246,1.04764,0.919059,9.46662,2.61261
1063,9.5195,3.21568,1.04764,0.91916,9.46662,2.61261
1064,9.53315,3.23918,1.04764,0.919794,9.46662,2.61261
1065,9.53543,3.24307,1.04764,0.919683,9.46662,2.61261
1066,9.54713,3.26259,1.049,0.919645,9.46662,2.61261
1067,9.55513,3.27724,1.04918,0.920089,9.5401,2.72464
1068,9.559,3.28447,1.04918,0.920226,9.57652,2.78016
1069,9.56784,3.2996,1.05023,0.920305,9.57652,2.78016
1070,9.57048,3.30407,1.05058,0.920441,9.57652,2.78016
1071,9.57977,3.3207,1.05071,0.921045,9.57652,2.78016
1072,9.58117,3.32322,1.05071,0.921109,9.57652,2.78016
1073,9.58181,3.32437,1.05071,0.92113,9.57652,2.78016
1074,9.59851,3.35347,1.05071,0.921658,9.57652,2.78016
1075,9.60327,3.36178,1.05071,0.921912,9.57652,2.78016
1076,9.6087,3.3716,1.05071,0.922354,9.60489,2.82473
1077,9.61136,3.37642,1.05071,0.922617,9.61898,2.84685
1078,9.62051,3.39224,1.05071,0.923293,9.61898,2.84685
1079,9.62325,3.39697,1.05071,0.923525,9.61898,2.84685
1080,9.63425,3.41635,1.05208,0.924472,9.61898,2.84685
1081,9.64365,3.43216,1.05318,0.925087,9.61898,2.84685
1082,9.64885,3.44086,1.05378,0.92559,9.61898,2.84685
1083,9.65691,3.45532,1.05378,0.926245,9.61898,2.84685
1084,9.66171,3.46392,1.05378,0.926692,9.61898,2.84685
1085,9.67169,3.4821,1.05492,0.928838,9.6747,2.93411
1086,9.67508,3.48829,1.05531,0.929965,9.69552,2.96671
1087,9.68753,3.50986,1.05798,0.935776,9.70236,2.97742
1088,9.68937,3.51306,1.05838,0.93685,9.70236,2.97742
1089,9.70259,3.53714,1.06293,0.948357,9.70236,2.97742
1090,9.70436,3.54039,1.06411,0.950325,9.70236,2.97742
1091,9.71612,3.56181,1.07219,0.965599,9.70236,2.97742
1092,9.72556,3.57921,1.08434,0.980001,9.70236,2.97742
1093,9.7295,3.58619,1.08906,0.986031,9.70236,2.97742
1094,9.75285,3.63264,1.13111,1.03008,9.7374,3.0345
1095,9.75511,3.6382,1.13677,1.0354,9.7374,3.0345
1096,9.76373,3.65783,1.15656,1.05321,9.7374,3.0345
1097,9.7656,3.66246,1.16135,1.05739,9.7374,3.0345
1098,9.77435,3.681,1.17957,1.07204,9.7374,3.0345
1099,9.78087,3.6997,1.19695,1.08571,9.7374,3.0345
1100,9.78274,3.7043,1.20104,1.08885,9.7374,3.0345
1101,9.78937,3.71943,1.21397,1.10371,9.81785,3.15402
1102,9.79148,3.72565,1.2199,1.10884,9.858,3.21368
1103,9.79671,3.73984,1.23326,1.11996,9.858,3.21368
1104,9.79803,3.74477,1.2381,1.12451,9.858,3.21368
1105,9.80211,3.75747,1.25013,1.13594,9.858,3.21368
1106,9.80368,3.76242,1.25478,1.14045,9.858,3.21368
1107,9.80792,3.77418,1.26547,1.14963,9.858,3.21368
1108,9.81317,3.79117,1.27927,1.15993,9.858,3.21368
1109,9.81384,3.79312,1.28081,1.1609,9.858,3.21368
1110,9.81937,3.81298,1.29462,1.16942,9.87313,3.24301
1111,9.82169,3.82107,1.29795,1.17158,9.88145,3.25914
1112,9.82593,3.83548,1.30382,1.17385,9.88145,3.25914
1113,9.82827,3.84439,1.30616,1.17489,9.88145,3.25914
1114,9.83208,3.85889,1.30996,1.17622,9.88145,3.25914
1115,9.84605,3.91181,1.31302,1.17748,9.88145,3.25914
1116,9.84927,3.92424,1.3137,1.1775,9.88145,3.25914
1117,9.85338,3.94017,1.31456,1.17777,9.9182,3.3321
1118,9.85696,3.95371,1.31456,1.1778,9.94772,3.39072
1119,9.86121,3.96976,1.31456,1.17808,9.94772,3.39072
1120,9.86473,3.98337,1.31456,1.17852,9.94772,3.39072
1121,9.86852,3.99804,1.31456,1.1789,9.94772,3.39072
1122,9.87213,4.01201,1.31456,1.17897,9.94772,3.39072
1123,9.87925,4.03868,1.31456,1.17948,9.94772,3.39072
1124,9.88303,4.05236,1.31456,1.17931,9.94772,3.39072
1125,9.88519,4.06193,1.31537,1.17943,9.94772,3.39072
1126,9.88712,4.0705,1.31609,1.17938,9.96109,3.429
1127,9.8905,4.08336,1.31609,1.17965,9.97645,3.47296
1128,9.89328,4.09391,1.31609,1.17986,9.97645,3.47296
1129,9.89648,4.10646,1.31609,1.18013,9.97645,3.47296
1130,9.89892,4.11601,1.31609,1.18033,9.97645,3.47296
1131,9.90242,4.1283,1.31609,1.18068,9.97645,3.47296
1132,9.90826,4.14906,1.31609,1.18106,9.97645,3.47296
1133,9.91048,4.15705,1.31609,1.18165,9.97645,3.47296
1134,9.9134,4.17043,1.31704,1.18254,9.97645,3.47296
1135,9.91521,4.17874,1.31763,1.1829,10.0042,3.54207
1136,9.92503,4.21659,1.3189,1.18306,10.0502,3.65652
1137,9.9309,4.23833,1.31916,1.18453,10.0502,3.65652
1138,9.93186,4.24182,1.31916,1.18489,10.0502,3.65652
1139,9.93825,4.26855,1.32022,1.18851,10.0502,3.65652
1140,9.94008,4.27685,1.3207,1.18995,10.0502,3.65652
1141,9.9449,4.29595,1.32396,1.19342,10.0502,3.65652
1142,9.94687,4.30381,1.3253,1.19466,10.0551,3.67155
1143,9.95116,4.32316,1.32865,1.1977,10.0675,3.70939
1144,9.95597,4.3435,1.33226,1.20128,10.0675,3.70939
1145,9.95749,4.34971,1.33337,1.20236,10.0675,3.70939
1146,9.96234,4.37054,1.33741,1.2055,10.0675,3.70939
1147,9.96305,4.37368,1.33804,1.2057,10.0675,3.70939
1148,9.96781,4.39526,1.34255,1.20667,10.0675,3.70939
1149,9.96899,4.40072,1.34371,1.20711,10.0786,3.74537
1150,9.97219,4.41353,1.34371,1.2085,10.1197,3.87887
1151,9.97527,4.42719,1.34445,1.20863,10.1197,3.87887
1152,9.97689,4.43464,1.34498,1.20868,10.1197,3.87887
1153,9.98087,4.45226,1.34524,1.20909,10.1197,3.87887
1154,9.98211,4.45772,1.34524,1.20927,10.1197,3.87887
1155,9.98709,4.47891,1.34524,1.20977,10.1197,3.87887
1156,9.98789,4.48225,1.34524,1.2098,10.1197,3.87887
1157,9.98869,4.48567,1.34524,1.20972,10.1197,3.87887
1158,9.99884,4.53343,1.34669,1.21047,10.1343,3.94015
1159,10.003,4.55083,1.34677,1.21094,10.1343,3.94015
1160,10.0052,4.55964,1.34677,1.21094,10.1343,3.94015
1161,10.0094,4.57944,1.34677,1.21085,10.1343,3.94015
1162,10.0107,4.58552,1.34677,1.21086,10.1343,3.94015
1163,10.0154,4.60762,1.34677,1.21143,10.1343,3.94015
1164,10.0161,4.61105,1.34677,1.21165,10.1343,3.94015
1165,10.0219,4.63527,1.34677,1.21323,10.1343,3.94015
1166,10.0254,4.65007,1.34762,1.21407,10.1597,4.03018
1167,10.0279,4.6608,1.3483,1.21445,10.1793,4.09957
1168,10.0326,4.68296,1.34964,1.21577,10.1793,4.09957
1169,10.0333,4.68619,1.34984,1.21606,10.1793,4.09957
1170,10.0379,4.70548,1.35106,1.21934,10.1793,4.09957
1171,10.039,4.71052,1.35138,1.22071,10.1793,4.09957
1172,10.0444,4.73461,1.35416,1.22773,10.1793,4.09957
1173,10.0504,4.76191,1.36162,1.23961,10.1793,4.09957
1174,10.0539,4.7788,1.36783,1.25331,10.1942,4.14165
1175,10.055,4.78402,1.36978,1.25819,10.1998,4.15756
1176,10.0602,4.81035,1.3845,1.27839,10.2017,4.1628
1177,10.0605,4.81149,1.38512,1.2793,10.2017,4.1628
1178,10.0662,4.85286,1.41939,1.31345,10.2017,4.1628
1179,10.0691,4.86433,1.42808,1.32166,10.2017,4.1628
1180,10.0713,4.8849,1.44692,1.3384,10.2017,4.1628
1181,10.0722,4.88969,1.45109,1.34216,10.2017,4.1628
1182,10.075,4.9133,1.47114,1.36064,10.2654,4.33351
1183,10.0753,4.91506,1.47256,1.36186,10.2709,4.34813
1184,10.0774,4.93779,1.49404,1.38024,10.2851,4.38628
1185,10.0774,4.94194,1.49789,1.38379,10.2851,4.38628
1186,10.0781,4.95472,1.50932,1.39422,10.2851,4.38628
1187,10.0791,4.97527,1.5277,1.41034,10.2851,4.38628
1188,10.0798,4.98244,1.53392,1.41587,10.2851,4.38628
1189,10.0797,4.99829,1.54885,1.42969,10.2851,4.38628
1190,10.0796,5.00722,1.557,1.43678,10.2851,4.38628
1191,10.0797,5.02276,1.57074,1.44698,10.2937,4.42978
1192,10.0794,5.02815,1.57483,1.45026,10.2967,4.44525
1193,10.0793,5.03791,1.5821,1.45571,10.2967,4.44525
1194,10.0794,5.04955,1.59003,1.461,10.2967,4.44525
1195,10.0797,5.0653,1.59988,1.46634,10.2967,4.44525
1196,10.0787,5.08512,1.60802,1.47044,10.2967,4.44525
1197,10.0786,5.08775,1.60909,1.47082,10.2967,4.44525
1198,10.0772,5.11808,1.61428,1.47272,10.2967,4.44525
1199,10.0765,5.13264,1.61676,1.47301,10.3199,4.55172
1200,10.0761,5.14285,1.61676,1.47339,10.3333,4.61302
1201,10.0754,5.15859,1.61676,1.47362,10.3333,4.61302
1202,10.073,5.20062,1.61829,1.47332,10.3333,4.61302
1203,10.072,5.21797,1.61829,1.47344,10.3333,4.61302
1204,10.0715,5.22949,1.61829,1.47366,10.3333,4.61302
1205,10.0708,5.2458,1.61829,1.47401,10.3333,4.61302
1206,10.0695,5.27139,1.61829,1.47405,10.3285,4.64232
1207,10.0689,5.28307,1.61829,1.47407,10.3245,4.66642
1208,10.0682,5.29508,1.61829,1.47423,10.3245,4.66642
1209,10.0677,5.30851,1.61829,1.47487,10.3245,4.66642
1210,10.0672,5.32167,1.61829,1.47525,10.3245,4.66642
1211,10.0667,5.33373,1.61829,1.47545,10.3245,4.66642
1212,10.0663,5.34635,1.61829,1.47565,10.3245,4.66642
1213,10.0658,5.35893,1.61907,1.4759,10.3245,4.66642
1214,10.0653,5.37103,1.61983,1.47605,10.3245,4.66642
1215,10.0644,5.38508,1.61983,1.47642,10.3245,4.66642
1216,10.0628,5.41206,1.61983,1.47664,10.3274,4.8534
1217,10.062,5.42629,1.61983,1.47685,10.3275,4.86073
1218,10.0597,5.47713,1.61983,1.47772,10.3275,4.86073
1219,10.0578,5.51176,1.62076,1.47827,10.3275,4.86073
1220,10.0562,5.54193,1.62136,1.47879,10.3275,4.86073
1221,10.0561,5.54301,1.62136,1.4788,10.3275,4.86073
1222,10.0547,5.57821,1.62136,1.47957,10.3247,4.92767
1223,10.0541,5.59195,1.62136,1.47985,10.3247,4.92767
1224,10.0528,5.61504,1.62136,1.47997,10.3247,4.92767
1225,10.0521,5.62923,1.62136,1.47989,10.3247,4.92767
1226,10.0507,5.65442,1.62136,1.48025,10.3247,4.92767
1227,10.0491,5.68665,1.62136,1.48096,10.3247,4.92767
1228,10.0488,5.69172,1.62136,1.48105,10.3247,4.92767
1229,10.047,5.72179,1.62224,1.48128,10.3247,4.92767
1230,10.0467,5.72641,1.62246,1.48137,10.3247,4.92767
1231,10.0453,5.75957,1.62289,1.48157,10.3495,5.22055
1232,10.045,5.76798,1.62289,1.48161,10.3495,5.22055
1233,10.0435,5.79032,1.62289,1.48204,10.3495,5.22055
1234,10.043,5.79765,1.62289,1.48211,10.3495,5.22055
1235,10.0418,5.81965,1.62289,1.48278,10.3495,5.22055
1236,10.0405,5.84207,1.62289,1.48341,10.3495,5.22055
1237,10.0401,5.84911,1.62289,1.48351,10.3495,5.22055
1238,10.0398,5.85514,1.62289,1.48368,10.3489,5.23673
1239,10.0375,5.89943,1.62403,1.48427,10.3464,5.29988
1240,10.0366,5.91487,1.62443,1.48485,10.3464,5.29988
1241,10.0355,5.9426,1.62443,1.48509,10.3464,5.29988
1242,10.0344,5.96838,1.62443,1.48535,10.3464,5.29988
1243,10.0341,5.97649,1.62443,1.48551,10.3464,5.29988
1244,10.0327,5.99996,1.62443,1.4861,10.3464,5.29988
1245,10.0319,6.01215,1.62443,1.48666,10.3464,5.29988
1246,10.0304,6.03654,1.6256,1.48763,10.3414,5.48043
1247,10.0301,6.04031,1.62581,1.48767,10.3406,5.5096
1248,10.0279,6.075,1.62596,1.48784,10.3406,5.5096
1249,10.0271,6.09123,1.62596,1.48823,10.3406,5.5096
1250,10.0263,6.10527,1.62596,1.48853,10.3406,5.5096
1251,10.0256,6.11917,1.62628,1.48875,10.3406,5.5096
1252,10.0225,6.17793,1.6275,1.48936,10.3406,5.5096
1253,10.0214,6.19484,1.6275,1.48947,10.3069,5.53462
1254,10.0201,6.213,1.6275,1.48972,10.2676,5.56386
1255,10.0186,6.23507,1.6275,1.49015,10.2676,5.56386
1256,10.0178,6.24591,1.6275,1.49033,10.2676,5.56386
1257,10.017,6.27153,1.62871,1.49079,10.2676,5.56386
1258,10.0168,6.27821,1.62903,1.49083,10.2676,5.56386
1259,10.0145,6.31096,1.62903,1.49095,10.2676,5.56386
1260,10.0125,6.34068,1.62903,1.49101,10.2676,5.56386
1261,10.0113,6.3609,1.62903,1.4915,10.3263,5.7237
1262,10.0106,6.37258,1.62903,1.49182,10.3639,5.82595
1263,10.0091,6.39686,1.62903,1.49226,10.3731,5.85104
1264,10.0087,6.40448,1.62903,1.49229,10.3731,5.85104
1265,10.0074,6.4261,1.62903,1.49274,10.3731,5.85104
1266,10.0054,6.46338,1.62903,1.49389,10.3731,5.85104
1267,10.005,6.47028,1.62903,1.494,10.3731,5.85104
1268,10.0048,6.47514,1.62924,1.49408,10.3731,5.85104
1269,10.0032,6.50463,1.63056,1.49416,10.3731,5.85104
1270,10.0022,6.52329,1.63056,1.49438,10.3766,5.89476
1271,10.0019,6.53023,1.63056,1.4947,10.3783,5.91546
1272,10,6.5601,1.63056,1.49524,10.3794,5.92917
1273,9.99969,6.56528,1.63056,1.49515,10.3794,5.92917
1274,9.99801,6.59224,1.63056,1.49492,10.3794,5.92917
1275,9.99691,6.60768,1.63056,1.49499,10.3794,5.92917
1276,9.9948,6.63405,1.63056,1.49549,10.3794,5.92917
1277,9.99447,6.64196,1.63056,1.49569,10.3794,5.92917
1278,9.99342,6.66726,1.63056,1.49549,10.3794,5.92917
1279,9.99185,6.69346,1.63056,1.49405,10.3896,6.07345
1280,9.99151,6.69916,1.63056,1.49388,10.3928,6.11847
1281,9.98893,6.73885,1.62858,1.49228,10.3977,6.18678
1282,9.98759,6.76072,1.6275,1.49054,10.3977,6.18678
1283,9.98626,6.78796,1.62615,1.48978,10.3977,6.18678
1284,9.98609,6.7917,1.62596,1.48977,10.3977,6.18678
1285,9.98533,6.80232,1.62546,1.48982,10.3977,6.18678
1286,9.98404,6.82082,1.6246,1.48963,10.3977,6.18678
1287,9.98252,6.85472,1.62443,1.48883,10.4024,6.22865
1288,9.9824,6.85773,1.62443,1.4888,10.4032,6.23526
1289,9.9801,6.89054,1.62289,1.48875,10.4062,6.26161
1290,9.97941,6.90364,1.62289,1.48876,10.4062,6.26161
1291,9.97831,6.92467,1.62289,1.48908,10.4062,6.26161
