%time,field.O_x,field.O_y,field.O_t,field.I_t,field.G_x,field.G_y
2252,-5.83022,16.0143,-2.52564,-2.64652,-2.68019,17.917
2253,-5.84607,16.0031,-2.52496,-2.64606,-2.68019,17.917
2254,-5.86762,15.9874,-2.52496,-2.64554,-2.68019,17.917
2255,-5.90278,15.9624,-2.52496,-2.64496,-2.68019,17.917
2256,-5.92098,15.9497,-2.52496,-2.64488,-2.7455,17.8757
2257,-5.9371,15.938,-2.52496,-2.64422,-2.84356,17.8135
2258,-5.94752,15.9305,-2.52496,-2.64386,-2.84356,17.8135
2259,-5.96881,15.9151,-2.52496,-2.64322,-2.84356,17.8135
2260,-5.98151,15.9059,-2.52496,-2.64301,-2.84356,17.8135
2261,-6.00268,15.891,-2.52397,-2.64281,-2.84356,17.8135
2262,-6.01406,15.883,-2.52343,-2.64243,-2.84356,17.8135
2263,-6.06325,15.8483,-2.52343,-2.64366,-2.84356,17.8135
2264,-6.07499,15.84,-2.52343,-2.64402,-2.91138,17.7756
2265,-6.09602,15.8247,-2.52451,-2.64482,-3.06949,17.687
2266,-6.10479,15.8183,-2.52496,-2.64523,-3.06949,17.687
2267,-6.12659,15.8033,-2.52496,-2.64626,-3.06949,17.687
2268,-6.135,15.7975,-2.52496,-2.64649,-3.06949,17.687
2269,-6.15771,15.7811,-2.5261,-2.64865,-3.06949,17.687
2270,-6.18457,15.7621,-2.52739,-2.65572,-3.06949,17.687
2271,-6.19043,15.758,-2.52766,-2.65811,-3.06949,17.687
2272,-6.22173,15.7359,-2.53342,-2.67348,-3.06949,17.687
2273,-6.23175,15.7292,-2.5357,-2.67933,-3.36767,17.5477
2274,-6.25895,15.7099,-2.54792,-2.69622,-4.45986,17.0374
2275,-6.26614,15.7055,-2.55104,-2.70077,-4.45986,17.0374
2276,-6.29409,15.6863,-2.56848,-2.71917,-4.45986,17.0374
2277,-6.32013,15.6692,-2.5851,-2.73487,-4.45986,17.0374
2278,-6.33055,15.6635,-2.59159,-2.74064,-4.45986,17.0374
2279,-6.36096,15.645,-2.61091,-2.75519,-4.45986,17.0374
2280,-6.36771,15.6416,-2.61504,-2.75787,-4.45986,17.0374
2281,-6.40102,15.6229,-2.63309,-2.7693,-4.45986,17.0374
2282,-6.4086,15.6194,-2.63695,-2.77054,-4.46995,17.0316
2283,-6.43152,15.6073,-2.64651,-2.7736,-4.53838,16.9923
2284,-6.43439,15.6059,-2.64768,-2.77387,-4.53838,16.9923
2285,-6.48499,15.5784,-2.65397,-2.77852,-4.53838,16.9923
2286,-6.49373,15.5737,-2.65505,-2.77888,-4.53838,16.9923
2287,-6.51994,15.5604,-2.65769,-2.77949,-4.53838,16.9923
2288,-6.5256,15.5576,-2.65824,-2.77974,-4.53838,16.9923
2289,-6.55645,15.5411,-2.65842,-2.78163,-4.53838,16.9923
2290,-6.57825,15.5296,-2.65918,-2.78194,-4.69014,16.9164
2291,-6.59592,15.5203,-2.65993,-2.78157,-4.82867,16.8472
2292,-6.62008,15.5077,-2.65996,-2.78165,-4.82867,16.8472
2293,-6.63474,15.5001,-2.65996,-2.78195,-4.82867,16.8472
2294,-6.66403,15.4849,-2.65996,-2.78208,-4.82867,16.8472
2295,-6.67483,15.4793,-2.65996,-2.78203,-4.82867,16.8472
2296,-6.70942,15.4605,-2.65996,-2.78154,-4.82867,16.8472
2297,-6.7154,15.4573,-2.65996,-2.78154,-4.82867,16.8472
2298,-6.75361,15.4374,-2.66145,-2.78153,-4.82867,16.8472
2299,-6.77696,15.4253,-2.66149,-2.78122,-4.8565,16.835
2300,-6.79275,15.417,-2.66149,-2.78104,-4.87816,16.8255
2301,-6.81853,15.4035,-2.66149,-2.78026,-4.88197,16.8238
2302,-6.82914,15.3979,-2.66149,-2.77972,-4.88197,16.8238
2303,-6.85793,15.3835,-2.66149,-2.77865,-4.88197,16.8238
2304,-6.86409,15.3805,-2.66149,-2.77867,-4.88197,16.8238
2305,-6.90209,15.3602,-2.66062,-2.77932,-4.88197,16.8238
2306,-6.93136,15.3446,-2.65996,-2.77837,-4.88197,16.8238
2307,-6.94836,15.3357,-2.65996,-2.77659,-5.03301,16.7725
2308,-6.95623,15.3316,-2.65996,-2.77592,-5.1226,16.742
2309,-6.98383,15.3169,-2.65751,-2.77433,-5.17101,16.7256
2310,-6.99079,15.3132,-2.65689,-2.77398,-5.17101,16.7256
2311,-7.02411,15.2957,-2.65548,-2.77093,-5.17101,16.7256
2312,-7.03424,15.2904,-2.65505,-2.77023,-5.17101,16.7256
2313,-7.06264,15.2754,-2.65382,-2.76912,-5.17101,16.7256
2314,-7.07062,15.2712,-2.65315,-2.76887,-5.17101,16.7256
2315,-7.09903,15.2563,-2.65075,-2.76848,-5.24161,16.6959
2316,-7.1264,15.2418,-2.65075,-2.7677,-5.26331,16.6868
2317,-7.1345,15.2375,-2.65075,-2.76752,-5.26331,16.6868
2318,-7.16641,15.2207,-2.65075,-2.76782,-5.26331,16.6868
2319,-7.16997,15.2188,-2.65075,-2.76788,-5.26331,16.6868
2320,-7.20504,15.1991,-2.64922,-2.76795,-5.26331,16.6868
2321,-7.21553,15.1936,-2.64922,-2.76769,-5.26331,16.6868
2322,-7.24051,15.1804,-2.64922,-2.76684,-5.26331,16.6868
2323,-7.25162,15.1745,-2.64922,-2.76686,-5.26331,16.6868
2324,-7.27598,15.1617,-2.64922,-2.76717,-5.44633,16.624
2325,-7.30601,15.1457,-2.64922,-2.76686,-5.53602,16.5932
2326,-7.31053,15.1433,-2.64922,-2.76678,-5.53602,16.5932
2327,-7.35826,15.1173,-2.64922,-2.76599,-5.53602,16.5932
2328,-7.38015,15.1054,-2.64922,-2.76629,-5.53602,16.5932
2329,-7.39361,15.0982,-2.64862,-2.76601,-5.53602,16.5932
2330,-7.41471,15.087,-2.64768,-2.76608,-5.53602,16.5932
2331,-7.42922,15.0793,-2.64831,-2.76603,-5.53602,16.5932
2332,-7.45018,15.0683,-2.64922,-2.76555,-5.60084,16.5626
2333,-7.47531,15.0542,-2.64922,-2.76562,-5.64773,16.5405
2334,-7.49235,15.0452,-2.64922,-2.76565,-5.64773,16.5405
2335,-7.51195,15.0348,-2.64922,-2.76587,-5.64773,16.5405
2336,-7.52829,15.0257,-2.64922,-2.76608,-5.64773,16.5405
2337,-7.54702,15.0152,-2.64922,-2.76512,-5.64773,16.5405
2338,-7.56452,15.006,-2.64848,-2.76399,-5.64773,16.5405
2339,-7.5834,14.996,-2.64768,-2.76313,-5.64773,16.5405
2340,-7.60107,14.9867,-2.64692,-2.76235,-5.64773,16.5405
2341,-7.61887,14.9773,-2.64615,-2.76187,-5.76593,16.488
2342,-7.65486,14.9573,-2.64462,-2.75956,-5.88672,16.4343
2343,-7.67468,14.9463,-2.64379,-2.75687,-5.88672,16.4343
2344,-7.69176,14.9368,-2.64308,-2.75381,-5.88672,16.4343
2345,-7.71287,14.9252,-2.64051,-2.74781,-5.88672,16.4343
2346,-7.72958,14.916,-2.63848,-2.74101,-5.88672,16.4343
2347,-7.75185,14.9037,-2.63318,-2.72934,-5.88672,16.4343
2348,-7.76832,14.8947,-2.62928,-2.71873,-5.88672,16.4343
2349,-7.82308,14.8598,-2.59404,-2.67239,-6.58886,15.9362
2350,-7.84133,14.852,-2.58326,-2.65617,-6.65104,15.8921
2351,-7.86259,14.836,-2.56284,-2.63349,-6.65104,15.8921
2352,-7.87612,14.8292,-2.55104,-2.62034,-6.65104,15.8921
2353,-7.89692,14.8122,-2.52812,-2.59798,-6.65104,15.8921
2354,-7.90959,14.8059,-2.51576,-2.58644,-6.65104,15.8921
2355,-7.92945,14.7887,-2.49339,-2.56495,-6.65104,15.8921
2356,-7.95513,14.7693,-2.46592,-2.54069,-6.65104,15.8921
2357,-7.96083,14.7652,-2.45998,-2.53573,-6.65104,15.8921
2358,-7.98371,14.7476,-2.43637,-2.51308,-6.9775,15.7106
2359,-7.99179,14.7417,-2.42832,-2.50474,-7.00559,15.695
2360,-8.01005,14.724,-2.40948,-2.49188,-7.00559,15.695
2361,-8.01764,14.7184,-2.40224,-2.48783,-7.00559,15.695
2362,-8.0355,14.702,-2.38748,-2.47934,-7.00559,15.695
2363,-8.05238,14.6864,-2.37581,-2.47333,-7.00559,15.695
2364,-8.05869,14.6803,-2.3719,-2.4719,-7.00559,15.695
2365,-8.07762,14.6615,-2.36307,-2.46914,-7.00559,15.695
2366,-8.08179,14.6573,-2.36138,-2.46863,-7.00559,15.695
2367,-8.10456,14.6351,-2.35599,-2.46753,-7.48784,15.3528
2368,-8.1115,14.6284,-2.35469,-2.46748,-7.52984,15.323
2369,-8.13325,14.6064,-2.35343,-2.46713,-7.52984,15.323
2370,-8.13799,14.6016,-2.35316,-2.46691,-7.52984,15.323
2371,-8.18489,14.5548,-2.35196,-2.46614,-7.52984,15.323
2372,-8.19341,14.5462,-2.35174,-2.46585,-7.52984,15.323
2373,-8.21963,14.5196,-2.35162,-2.46542,-7.52984,15.323
2374,-8.22546,14.5136,-2.35162,-2.4653,-7.52984,15.323
2375,-8.25602,14.4829,-2.35039,-2.4651,-5.45311,16.4562
2376,-8.26236,14.4765,-2.35009,-2.46494,-5.27315,16.5544
2377,-8.29047,14.4473,-2.35009,-2.46407,-5.27315,16.5544
2378,-8.30966,14.4278,-2.35093,-2.46345,-5.27315,16.5544
2379,-8.32143,14.4159,-2.35152,-2.46343,-5.27315,16.5544
2380,-8.34298,14.3946,-2.35061,-2.46353,-5.27315,16.5544
2381,-8.35143,14.3863,-2.35018,-2.46349,-5.27315,16.5544
2382,-8.37466,14.3626,-2.35009,-2.46268,-5.27315,16.5544
2383,-8.37978,14.3574,-2.35009,-2.46254,-5.27315,16.5544
2384,-8.39942,14.3372,-2.35009,-2.46238,-5.39455,16.4676
2385,-8.41545,14.3213,-2.35009,-2.46207,-5.40523,16.4599
2386,-8.42884,14.3079,-2.35009,-2.46206,-5.40523,16.4599
2387,-8.44496,14.2913,-2.35009,-2.46171,-5.40523,16.4599
2388,-8.45445,14.2815,-2.35009,-2.46156,-5.40523,16.4599
2389,-8.47357,14.2618,-2.34894,-2.46138,-5.40523,16.4599
2390,-8.48003,14.2551,-2.34855,-2.46147,-5.40523,16.4599
2391,-8.50296,14.2319,-2.34855,-2.46141,-5.40523,16.4599
2392,-8.50652,14.2283,-2.34855,-2.46143,-5.40523,16.4599
2393,-8.55014,14.1839,-2.34855,-2.46137,-6.95355,15.7953
2394,-8.56093,14.1729,-2.34855,-2.461,-6.95355,15.7953
2395,-8.58192,14.1519,-2.34744,-2.46025,-6.95355,15.7953
2396,-8.58977,14.144,-2.34702,-2.4602,-6.95355,15.7953
2397,-8.61466,14.1183,-2.34702,-2.46013,-6.95355,15.7953
2398,-8.61913,14.1137,-2.34702,-2.46027,-6.95355,15.7953
2399,-8.64748,14.0845,-2.34702,-2.45977,-7.0063,15.7452
2400,-8.65289,14.0789,-2.34702,-2.45945,-7.018,15.7341
2401,-8.67785,14.0532,-2.34702,-2.45863,-7.018,15.7341
2402,-8.69919,14.0325,-2.34702,-2.45873,-7.018,15.7341
2403,-8.70853,14.0235,-2.34702,-2.45869,-7.018,15.7341
2404,-8.73173,13.9991,-2.34577,-2.45835,-7.018,15.7341
2405,-8.73697,13.9936,-2.34549,-2.45831,-7.018,15.7341
2406,-8.76318,13.9669,-2.34549,-2.45813,-7.018,15.7341
2407,-8.77102,13.9587,-2.34549,-2.45806,-7.018,15.7341
2408,-8.7919,13.937,-2.34549,-2.45748,-7.1871,15.5913
2409,-8.79691,13.9318,-2.34511,-2.45705,-7.24222,15.5447
2410,-8.81226,13.9161,-2.34395,-2.45551,-7.24222,15.5447
2411,-8.83374,13.8948,-2.34395,-2.45441,-7.24222,15.5447
2412,-8.83966,13.8889,-2.34395,-2.4542,-7.24222,15.5447
2413,-8.87574,13.8512,-2.34096,-2.45084,-7.24222,15.5447
2414,-8.89512,13.8309,-2.33935,-2.44647,-7.24222,15.5447
2415,-8.90422,13.8213,-2.33788,-2.44376,-7.24222,15.5447
2416,-8.92356,13.801,-2.33475,-2.4352,-7.29432,15.5021
2417,-8.93366,13.7908,-2.33219,-2.42911,-7.31999,15.4811
2418,-8.95383,13.7704,-2.32708,-2.4131,-7.31999,15.4811
2419,-8.97877,13.7421,-2.31094,-2.38754,-7.31999,15.4811
2420,-8.98239,13.7383,-2.30867,-2.38372,-7.31999,15.4811
2421,-9.01187,13.7058,-2.28106,-2.35106,-7.31999,15.4811
2422,-9.02165,13.6913,-2.269,-2.33712,-7.31999,15.4811
2423,-9.03871,13.6723,-2.25038,-2.31602,-7.31999,15.4811
2424,-9.04813,13.6573,-2.23579,-2.3023,-7.31999,15.4811
2425,-9.06412,13.6405,-2.2151,-2.28445,-7.46085,15.362
2426,-9.07269,13.6256,-2.2014,-2.27172,-7.56473,15.2742
2427,-9.08638,13.609,-2.18288,-2.25473,-7.56473,15.2742
2428,-9.1052,13.5794,-2.15313,-2.22993,-7.56473,15.2742
2429,-9.11298,13.5652,-2.14016,-2.21837,-7.56473,15.2742
2430,-9.12253,13.5518,-2.12612,-2.20714,-7.56473,15.2742
2431,-9.13003,13.5379,-2.11431,-2.1983,-7.56473,15.2742
2432,-9.13918,13.5249,-2.10158,-2.19039,-7.56473,15.2742
2433,-9.14661,13.5106,-2.09234,-2.184,-7.56473,15.2742
2434,-9.1545,13.4975,-2.08317,-2.1786,-7.61163,15.2327
2435,-9.17478,13.4589,-2.06763,-2.1707,-7.66044,15.1895
2436,-9.18281,13.4448,-2.0617,-2.16958,-7.66044,15.1895
2437,-9.19289,13.4266,-2.05916,-2.16886,-7.66044,15.1895
2438,-9.20112,13.4117,-2.05709,-2.16856,-7.66044,15.1895
2439,-9.21233,13.3899,-2.05533,-2.16896,-7.66044,15.1895
2440,-9.22058,13.3738,-2.05403,-2.16904,-7.66044,15.1895
2441,-9.23266,13.3511,-2.05403,-2.16894,-7.66044,15.1895
2442,-9.24096,13.3354,-2.05403,-2.16893,-7.72283,15.1144
2443,-9.25463,13.3101,-2.05403,-2.16876,-7.81535,15.003
2444,-9.27477,13.2712,-2.05403,-2.16903,-7.81535,15.003
2445,-9.28431,13.2522,-2.05403,-2.16877,-7.81535,15.003
2446,-9.29817,13.2257,-2.05403,-2.16836,-7.81535,15.003
2447,-9.30572,13.2112,-2.05403,-2.16794,-7.81535,15.003
2448,-9.3197,13.1847,-2.05403,-2.16806,-7.81535,15.003
2449,-9.32662,13.1716,-2.05403,-2.16827,-7.81535,15.003
2450,-9.33966,13.1464,-2.05403,-2.16819,-7.81535,15.003
2451,-9.35511,13.1167,-2.05403,-2.16809,-7.85965,14.9185
2452,-9.35856,13.1101,-2.05403,-2.16806,-7.86962,14.8995
2453,-9.3754,13.078,-2.05403,-2.16829,-7.86962,14.8995
2454,-9.3819,13.0657,-2.05403,-2.16843,-7.86962,14.8995
2455,-9.39471,13.0416,-2.05403,-2.16858,-7.86962,14.8995
2456,-9.3993,13.033,-2.05403,-2.16854,-7.86962,14.8995
2457,-9.42523,12.9843,-2.05403,-2.16903,-7.86962,14.8995
2458,-9.43028,12.9748,-2.05403,-2.16909,-7.86962,14.8995
2459,-9.442,12.9522,-2.05403,-2.16971,-8.02328,14.7133
2460,-9.4444,12.9475,-2.05403,-2.16987,-8.05772,14.6716
2461,-9.46059,12.9164,-2.05403,-2.16982,-8.05772,14.6716
2462,-9.46549,12.907,-2.05403,-2.16989,-8.05772,14.6716
2463,-9.48085,12.8776,-2.05403,-2.17033,-8.05772,14.6716
2464,-9.48392,12.8717,-2.05403,-2.17046,-8.05772,14.6716
2465,-9.4996,12.8417,-2.05403,-2.17016,-8.05772,14.6716
2466,-9.51308,12.8159,-2.05403,-2.16977,-8.05772,14.6716
2467,-9.51841,12.8057,-2.05403,-2.16978,-8.05772,14.6716
2468,-9.5341,12.7754,-2.05403,-2.16961,-8.0978,14.6079
2469,-9.53765,12.7685,-2.05403,-2.16948,-8.10682,14.5935
2470,-9.55541,12.7342,-2.05403,-2.16922,-8.10682,14.5935
2471,-9.55867,12.7279,-2.05403,-2.16921,-8.10682,14.5935
2472,-9.57652,12.695,-2.05261,-2.16925,-8.10682,14.5935
2473,-9.58794,12.6723,-2.05249,-2.16933,-8.10682,14.5935
2474,-9.59499,12.6581,-2.05249,-2.16917,-8.10682,14.5935
2475,-9.60869,12.6329,-2.05249,-2.16988,-8.10682,14.5935
2476,-9.61414,12.6229,-2.05249,-2.17046,-8.10682,14.5935
2477,-9.62953,12.5935,-2.05371,-2.17174,-8.24099,14.3799
2478,-9.633,12.5869,-2.054,-2.17177,-8.27119,14.3318
2479,-9.63331,12.5863,-2.05403,-2.17177,-8.27119,14.3318
2480,-9.65985,12.5348,-2.05519,-2.17199,-8.27119,14.3318
2481,-9.66821,12.5187,-2.05556,-2.17261,-8.27119,14.3318
2482,-9.67966,12.497,-2.05556,-2.17443,-8.27119,14.3318
2483,-9.68612,12.4847,-2.05556,-2.17639,-8.27119,14.3318
2484,-9.70015,12.4593,-2.05791,-2.18214,-8.27119,14.3318
2485,-9.70444,12.4516,-2.05863,-2.1842,-8.27119,14.3318
2486,-9.71596,12.4291,-2.06272,-2.19244,-8.32668,14.265
2487,-9.7188,12.4237,-2.06383,-2.19393,-8.33929,14.2499
2488,-9.73572,12.3933,-2.0709,-2.20147,-8.33929,14.2499
2489,-9.74727,12.3717,-2.07663,-2.20672,-8.33929,14.2499
2490,-9.75455,12.3589,-2.0801,-2.21007,-8.33929,14.2499
2491,-9.76835,12.3334,-2.08577,-2.21521,-8.33929,14.2499
2492,-9.77338,12.3245,-2.08777,-2.2164,-8.33929,14.2499
2493,-9.79059,12.2954,-2.09435,-2.21711,-8.46628,14.0665
2494,-9.79353,12.2906,-2.09544,-2.21701,-8.49107,14.0307
2495,-9.81194,12.257,-2.09845,-2.21744,-8.51677,13.9936
2496,-9.8158,12.2506,-2.09876,-2.21767,-8.51677,13.9936
2497,-9.83342,12.222,-2.10005,-2.2187,-8.51677,13.9936
2498,-9.84743,12.1973,-2.10114,-2.21883,-8.51677,13.9936
2499,-9.85316,12.1872,-2.10158,-2.21901,-8.51677,13.9936
2500,-9.87019,12.1582,-2.10158,-2.21962,-8.51677,13.9936
2501,-9.87382,12.152,-2.10158,-2.21974,-8.51677,13.9936
2502,-9.89936,12.1085,-2.10253,-2.22063,-8.56695,13.9249
2503,-9.91515,12.0816,-2.10311,-2.22083,-8.56695,13.9249
2504,-9.92065,12.0722,-2.10311,-2.22082,-8.56695,13.9249
2505,-9.93633,12.0451,-2.10311,-2.2206,-8.56695,13.9249
2506,-9.95368,12.0165,-2.10311,-2.22078,-8.56695,13.9249
2507,-9.9579,12.0095,-2.10311,-2.22087,-8.56695,13.9249
2508,-9.97674,11.9775,-2.10451,-2.21982,-8.56695,13.9249
2509,-9.98485,11.9637,-2.10465,-2.21935,-8.56695,13.9249
2510,-9.99787,11.9415,-2.10465,-2.21925,-8.69257,13.7654
2511,-10.0044,11.9305,-2.10414,-2.21931,-8.77128,13.6654
2512,-10.015,11.9127,-2.10311,-2.21874,-8.77128,13.6654
2513,-10.0224,11.8999,-2.10311,-2.21729,-8.77128,13.6654
2514,-10.0361,11.8762,-2.10311,-2.21373,-8.77128,13.6654
2515,-10.0555,11.8442,-2.10035,-2.20587,-8.77128,13.6654
2516,-10.0577,11.8406,-2.10005,-2.20452,-8.77128,13.6654
2517,-10.0771,11.8049,-2.09391,-2.18824,-8.77128,13.6654
2518,-10.0848,11.7909,-2.08824,-2.1809,-8.77128,13.6654
2519,-10.0963,11.7714,-2.0801,-2.17127,-8.80962,13.6205
2520,-10.1035,11.7572,-2.07294,-2.16401,-8.83726,13.5881
2521,-10.1137,11.7387,-2.06323,-2.15402,-8.83726,13.5881
2522,-10.1446,11.6775,-2.02961,-2.12469,-8.83726,13.5881
2523,-10.1515,11.6628,-2.02204,-2.11957,-8.83726,13.5881
2524,-10.1592,11.648,-2.01414,-2.11572,-8.83726,13.5881
2525,-10.1662,11.6328,-2.00879,-2.11299,-8.83726,13.5881
2526,-10.1733,11.6178,-2.0034,-2.11115,-8.90289,13.474
2527,-10.1811,11.601,-2.00025,-2.11023,-8.96974,13.3578
2528,-10.1885,11.5851,-1.99727,-2.11028,-8.96974,13.3578
2529,-10.197,11.5656,-1.99562,-2.11064,-8.96974,13.3578
2530,-10.2126,11.5303,-1.9942,-2.11093,-8.96974,13.3578
2531,-10.222,11.5093,-1.9942,-2.11043,-8.96974,13.3578
2532,-10.2331,11.4857,-1.9942,-2.11001,-8.96974,13.3578
2533,-10.2412,11.4683,-1.9942,-2.10978,-8.96974,13.3578
2534,-10.2526,11.4428,-1.9933,-2.1101,-8.96974,13.3578
2535,-10.2605,11.4249,-1.99267,-2.11019,-8.9921,13.3233
2536,-10.2691,11.4054,-1.99267,-2.11011,-9.02426,13.2736
2537,-10.2748,11.3925,-1.99267,-2.1097,-9.02426,13.2736
2538,-10.2869,11.3654,-1.99267,-2.10935,-9.02426,13.2736
2539,-10.3046,11.3258,-1.99267,-2.10895,-9.02426,13.2736
2540,-10.3129,11.3072,-1.99267,-2.10864,-9.02426,13.2736
2541,-10.3248,11.2808,-1.99267,-2.108,-9.02426,13.2736
2542,-10.3306,11.2679,-1.99267,-2.10761,-9.02426,13.2736
2543,-10.3574,11.2078,-1.99267,-2.10764,-9.17925,13.0312
2544,-10.3698,11.1808,-1.99267,-2.10774,-9.17925,13.0312
2545,-10.3726,11.1748,-1.99267,-2.10747,-9.17925,13.0312
2546,-10.3856,11.1458,-1.99267,-2.10732,-9.17925,13.0312
2547,-10.3904,11.1349,-1.99267,-2.10736,-9.17925,13.0312
2548,-10.4009,11.1113,-1.9915,-2.1073,-9.17925,13.0312
2549,-10.4042,11.1038,-1.99113,-2.1073,-9.17925,13.0312
2550,-10.4153,11.0784,-1.99113,-2.10754,-9.17925,13.0312
2551,-10.4259,11.0543,-1.99113,-2.10773,-9.2086,12.9746
2552,-10.4302,11.0446,-1.99113,-2.10777,-9.22035,12.9519
2553,-10.4436,11.0149,-1.99113,-2.10707,-9.22035,12.9519
2554,-10.4467,11.008,-1.99113,-2.10667,-9.22035,12.9519
2555,-10.4627,10.9726,-1.99113,-2.1044,-9.22035,12.9519
2556,-10.4671,10.9629,-1.99113,-2.10401,-9.22035,12.9519
2557,-10.4819,10.9286,-1.98852,-2.10382,-9.22035,12.9519
2558,-10.4934,10.9026,-1.98806,-2.1035,-9.22035,12.9519
2559,-10.5009,10.8859,-1.98806,-2.1028,-9.22035,12.9519
2560,-10.5115,10.862,-1.98806,-2.10025,-9.28318,12.837
2561,-10.5155,10.853,-1.98806,-2.09894,-9.30845,12.7908
2562,-10.5319,10.8164,-1.98681,-2.09612,-9.30845,12.7908
2563,-10.5335,10.8128,-1.98668,-2.09601,-9.30845,12.7908
2564,-10.5352,10.8089,-1.98653,-2.09591,-9.30845,12.7908
2565,-10.5683,10.7341,-1.98206,-2.09244,-9.30845,12.7908
2566,-10.5783,10.7112,-1.98019,-2.09209,-9.30845,12.7908
2567,-10.5845,10.6969,-1.97898,-2.09174,-9.30845,12.7908
2568,-10.5959,10.6707,-1.97886,-2.09083,-9.40354,12.6542
2569,-10.6005,10.6601,-1.97886,-2.09063,-9.44189,12.5991
2570,-10.6147,10.6276,-1.97886,-2.08971,-9.44189,12.5991
2571,-10.616,10.6245,-1.97886,-2.0896,-9.44189,12.5991
2572,-10.6295,10.5919,-1.97743,-2.08917,-9.44189,12.5991
2573,-10.6389,10.5705,-1.97733,-2.08913,-9.44189,12.5991
2574,-10.6458,10.5545,-1.97733,-2.08903,-9.44189,12.5991
2575,-10.6563,10.5304,-1.97733,-2.08884,-9.50573,12.4955
2576,-10.6616,10.5182,-1.97733,-2.08859,-9.54046,12.4391
2577,-10.6732,10.4901,-1.97613,-2.08763,-9.54607,12.43
2578,-10.6765,10.4822,-1.97579,-2.08745,-9.54607,12.43
2579,-10.6922,10.446,-1.97579,-2.0878,-9.54607,12.43
2580,-10.6936,10.4428,-1.97579,-2.08776,-9.54607,12.43
2581,-10.7072,10.4099,-1.97579,-2.08728,-9.54607,12.43
2582,-10.7174,10.3876,-1.97579,-2.08707,-9.54607,12.43
2583,-10.7234,10.3745,-1.97579,-2.08683,-9.54607,12.43
2584,-10.7346,10.3475,-1.97579,-2.08638,-9.59115,12.3344
2585,-10.7383,10.3386,-1.97579,-2.08583,-9.60896,12.2966
2586,-10.7656,10.2747,-1.97275,-2.08376,-9.61967,12.2739
2587,-10.7688,10.2672,-1.97245,-2.08367,-9.61967,12.2739
2588,-10.7827,10.2352,-1.97119,-2.08199,-9.61967,12.2739
2589,-10.7949,10.2055,-1.97119,-2.07927,-9.61967,12.2739
2590,-10.7996,10.194,-1.97119,-2.07834,-9.61967,12.2739
2591,-10.8139,10.1592,-1.9686,-2.07601,-9.67837,12.1683
2592,-10.8166,10.1528,-1.96812,-2.07554,-9.69297,12.1421
2593,-10.8329,10.1131,-1.96516,-2.0725,-9.71558,12.1015
2594,-10.838,10.1013,-1.96427,-2.07155,-9.71558,12.1015
2595,-10.8509,10.0713,-1.96199,-2.06956,-9.71558,12.1015
2596,-10.855,10.0608,-1.96114,-2.06888,-9.71558,12.1015
2597,-10.8658,10.0332,-1.95892,-2.06789,-9.71558,12.1015
2598,-10.878,10.0038,-1.95767,-2.06777,-9.71558,12.1015
2599,-10.8807,9.99721,-1.95738,-2.06774,-9.71558,12.1015
2600,-10.8947,9.96349,-1.95738,-2.06706,-9.75764,12.0445
2601,-10.9004,9.94977,-1.95687,-2.06708,-9.7843,12.0085
2602,-10.91,9.92665,-1.95585,-2.06745,-9.7843,12.0085
2603,-10.9149,9.91422,-1.95585,-2.0673,-9.7843,12.0085
2604,-10.9239,9.89111,-1.95585,-2.06624,-9.7843,12.0085
2605,-10.9293,9.87758,-1.95585,-2.0657,-9.7843,12.0085
2606,-10.9384,9.85426,-1.95585,-2.06441,-9.7843,12.0085
2607,-10.9683,9.78015,-1.95125,-2.05959,-9.86966,11.858
2608,-10.9735,9.76767,-1.9506,-2.05732,-9.9306,11.7505
2609,-10.9806,9.75079,-1.94971,-2.05259,-9.9306,11.7505
2610,-10.9873,9.73282,-1.94767,-2.04812,-9.9306,11.7505
2611,-10.9957,9.71039,-1.94511,-2.04052,-9.9306,11.7505
2612,-11.0031,9.69145,-1.94086,-2.032,-9.9306,11.7505
2613,-11.0117,9.66958,-1.93591,-2.02031,-9.9306,11.7505
2614,-11.0274,9.62786,-1.91903,-1.99512,-9.9306,11.7505
2615,-11.0337,9.60794,-1.90752,-1.98215,-9.9306,11.7505
2616,-11.041,9.58917,-1.89602,-1.96904,-9.9435,11.7069
2617,-11.0465,9.56886,-1.88255,-1.95556,-9.95694,11.6614
2618,-11.0529,9.55128,-1.86995,-1.94368,-9.95694,11.6614
2619,-11.0578,9.53123,-1.85602,-1.93063,-9.95694,11.6614
2620,-11.0633,9.51511,-1.84387,-1.91976,-9.95694,11.6614
2621,-11.0676,9.49547,-1.83035,-1.90783,-9.95694,11.6614
2622,-11.0753,9.46453,-1.8084,-1.8903,-9.95694,11.6614
2623,-11.0798,9.44791,-1.79631,-1.88266,-9.95694,11.6614
2624,-11.0834,9.42847,-1.78545,-1.87683,-9.95694,11.6614
2625,-11.0865,9.41557,-1.77791,-1.87429,-10.0316,11.5437
2626,-11.0965,9.36298,-1.76415,-1.86746,-10.1446,11.3655
2627,-11.1026,9.332,-1.75847,-1.86651,-10.1446,11.3655
2628,-11.1032,9.32886,-1.75805,-1.86651,-10.1446,11.3655
2629,-11.1101,9.29415,-1.75555,-1.86613,-10.1446,11.3655
2630,-11.1134,9.27726,-1.7549,-1.86612,-10.1446,11.3655
2631,-11.1186,9.24823,-1.7549,-1.86599,-10.1446,11.3655
